"icd_code","icd_version","long_title"
"N200",10,"Calculus of kidney"
"Y92009",10,"Unspecified place in unspecified non-institutional (private) residence as the place of occurrence of the external cause"
"J95851",10,"Ventilator associated pneumonia"
"I4891",10,"Unspecified atrial fibrillation"
"J9600",10,"Acute respiratory failure, unspecified whether with hypoxia or hypercapnia"
"I252",10,"Old myocardial infarction"
"B9689",10,"Other specified bacterial agents as the cause of diseases classified elsewhere"
"I255",10,"Ischemic cardiomyopathy"
"I5023",10,"Acute on chronic systolic (congestive) heart failure"
"S065X7A",10,"Traumatic subdural hemorrhage with loss of consciousness of any duration with death due to brain injury before regaining consciousness, initial encounter"
"Z7682",10,"Awaiting organ transplant status"
"N186",10,"End stage renal disease"
"E039",10,"Hypothyroidism, unspecified"
"D631",10,"Anemia in chronic kidney disease"
"J449",10,"Chronic obstructive pulmonary disease, unspecified"
"Z992",10,"Dependence on renal dialysis"
"J189",10,"Pneumonia, unspecified organism"
"M25512",10,"Pain in left shoulder"
"M5489",10,"Other dorsalgia"
"Z79891",10,"Long term (current) use of opiate analgesic"
"I4891",10,"Unspecified atrial fibrillation"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"I350",10,"Nonrheumatic aortic (valve) stenosis"
"G8929",10,"Other chronic pain"
"I340",10,"Nonrheumatic mitral (valve) insufficiency"
"I248",10,"Other forms of acute ischemic heart disease"
"Z87891",10,"Personal history of nicotine dependence"
"I214",10,"Non-ST elevation (NSTEMI) myocardial infarction"
"Z9981",10,"Dependence on supplemental oxygen"
"J449",10,"Chronic obstructive pulmonary disease, unspecified"
"R7881",10,"Bacteremia"
"Y92239",10,"Unspecified place in hospital as the place of occurrence of the external cause"
"N186",10,"End stage renal disease"
"R740",10,"Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH]"
"I447",10,"Left bundle-branch block, unspecified"
"Z45018",10,"Encounter for adjustment and management of other part of cardiac pacemaker"
"Z992",10,"Dependence on renal dialysis"
"S2243XA",10,"Multiple fractures of ribs, bilateral, initial encounter for closed fracture"
"I5033",10,"Acute on chronic diastolic (congestive) heart failure"
"T45515A",10,"Adverse effect of anticoagulants, initial encounter"
"I462",10,"Cardiac arrest due to underlying cardiac condition"
"E039",10,"Hypothyroidism, unspecified"
"I480",10,"Paroxysmal atrial fibrillation"
"J9690",10,"Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia"
"Y848",10,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
"E785",10,"Hyperlipidemia, unspecified"
"I959",10,"Hypotension, unspecified"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"Z515",10,"Encounter for palliative care"
"M7981",10,"Nontraumatic hematoma of soft tissue"
"I080",10,"Rheumatic disorders of both mitral and aortic valves"
"Y9289",10,"Other specified places as the place of occurrence of the external cause"
"I132",10,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease"
"K219",10,"Gastro-esophageal reflux disease without esophagitis"
"M5489",10,"Other dorsalgia"
"D631",10,"Anemia in chronic kidney disease"
"R339",10,"Retention of urine, unspecified"
"D62",10,"Acute posthemorrhagic anemia"
"T17990A",10,"Other foreign object in respiratory tract, part unspecified in causing asphyxiation, initial encounter"
"K565",10,"Intestinal adhesions [bands] with obstruction (postinfection)"
"T814XXA",10,"Infection following a procedure, initial encounter"
"M47817",10,"Spondylosis without myelopathy or radiculopathy, lumbosacral region"
"J189",10,"Pneumonia, unspecified organism"
"M96831",10,"Postprocedural hemorrhage of a musculoskeletal structure following other procedure"
"L03311",10,"Cellulitis of abdominal wall"
"F17210",10,"Nicotine dependence, cigarettes, uncomplicated"
"J952",10,"Acute pulmonary insufficiency following nonthoracic surgery"
"K7031",10,"Alcoholic cirrhosis of liver with ascites"
"Z6823",10,"Body mass index (BMI) 23.0-23.9, adult"
"K766",10,"Portal hypertension"
"Y838",10,"Other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
"E43",10,"Unspecified severe protein-calorie malnutrition"
"D696",10,"Thrombocytopenia, unspecified"
"Y92239",10,"Unspecified place in hospital as the place of occurrence of the external cause"
"E872",10,"Acidosis"
"R188",10,"Other ascites"
"E871",10,"Hypo-osmolality and hyponatremia"
"Z720",10,"Tobacco use"
"K7290",10,"Hepatic failure, unspecified without coma"
"A084",10,"Viral intestinal infection, unspecified"
"K766",10,"Portal hypertension"
"K7469",10,"Other cirrhosis of liver"
"I81",10,"Portal vein thrombosis"
"30503",9,"Alcohol abuse, in remission"
"07054",9,"Chronic hepatitis C without mention of hepatic coma"
"5723",9,"Portal hypertension"
"5531",9,"Umbilical hernia without mention of obstruction or gangrene"
"3051",9,"Tobacco use disorder"
"78959",9,"Other ascites"
"56789",9,"Other specified peritonitis"
"5712",9,"Alcoholic cirrhosis of liver"
"K766",10,"Portal hypertension"
"K660",10,"Peritoneal adhesions (postprocedural) (postinfection)"
"Z515",10,"Encounter for palliative care"
"D688",10,"Other specified coagulation defects"
"Z66",10,"Do not resuscitate"
"R0902",10,"Hypoxemia"
"D62",10,"Acute posthemorrhagic anemia"
"G8929",10,"Other chronic pain"
"K449",10,"Diaphragmatic hernia without obstruction or gangrene"
"Z5309",10,"Procedure and treatment not carried out because of other contraindication"
"I8510",10,"Secondary esophageal varices without bleeding"
"E43",10,"Unspecified severe protein-calorie malnutrition"
"D6959",10,"Other secondary thrombocytopenia"
"I959",10,"Hypotension, unspecified"
"B182",10,"Chronic viral hepatitis C"
"J811",10,"Chronic pulmonary edema"
"K7031",10,"Alcoholic cirrhosis of liver with ascites"
"K265",10,"Chronic or unspecified duodenal ulcer with perforation"
"D638",10,"Anemia in other chronic diseases classified elsewhere"
"Z720",10,"Tobacco use"
"I4891",10,"Unspecified atrial fibrillation"
"K209",10,"Esophagitis, unspecified"
"I471",10,"Supraventricular tachycardia"
"K255",10,"Chronic or unspecified gastric ulcer with perforation"
"Z6824",10,"Body mass index (BMI) 24.0-24.9, adult"
"Z590",10,"Homelessness"
"F1011",10,"Alcohol abuse, in remission"
"K3189",10,"Other diseases of stomach and duodenum"
"Z6820",10,"Body mass index (BMI) 20.0-20.9, adult"
"K7031",10,"Alcoholic cirrhosis of liver with ascites"
"K660",10,"Peritoneal adhesions (postprocedural) (postinfection)"
"K766",10,"Portal hypertension"
"E43",10,"Unspecified severe protein-calorie malnutrition"
"Z720",10,"Tobacco use"
"R1084",10,"Generalized abdominal pain"
"F17210",10,"Nicotine dependence, cigarettes, uncomplicated"
"K766",10,"Portal hypertension"
"M47818",10,"Spondylosis without myelopathy or radiculopathy, sacral and sacrococcygeal region"
"K56600",10,"Partial intestinal obstruction, unspecified as to cause"
"I8510",10,"Secondary esophageal varices without bleeding"
"K7031",10,"Alcoholic cirrhosis of liver with ascites"
"K766",10,"Portal hypertension"
"I81",10,"Portal vein thrombosis"
"F17210",10,"Nicotine dependence, cigarettes, uncomplicated"
"K565",10,"Intestinal adhesions [bands] with obstruction (postinfection)"
"I8510",10,"Secondary esophageal varices without bleeding"
"E43",10,"Unspecified severe protein-calorie malnutrition"
"B1920",10,"Unspecified viral hepatitis C without hepatic coma"
"Z6823",10,"Body mass index (BMI) 23.0-23.9, adult"
"K7031",10,"Alcoholic cirrhosis of liver with ascites"
"04185",9,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms"
"99859",9,"Other postoperative infection"
"04149",9,"Other and unspecified Escherichia coli [E. coli]"
"56722",9,"Peritoneal abscess"
"V453",9,"Intestinal bypass or anastomosis status"
"V453",10,"Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident"
"E8782",9,"Surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
"V1551",9,"Personal history of traumatic fracture"
"570",9,"Acute and subacute necrosis of liver"
"5601",9,"Paralytic ileus"
"5680",9,"Peritoneal adhesions (postoperative) (postinfection)"
"56989",9,"Other specified disorders of intestine"
"5720",9,"Abscess of liver"
"99749",9,"Other digestive system complications"
"E8788",9,"Other specified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
"56981",9,"Fistula of intestine, excluding rectum and anus"
"04119",9,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, other staphylococcus"
"04109",9,"Streptococcus infection in conditions classified elsewhere and of unspecified site, other streptococcus"
"V4572",9,"Acquired absence of intestine (large) (small)"
"E8782",9,"Surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
"6822",9,"Cellulitis and abscess of trunk"
"99859",9,"Other postoperative infection"
"V453",9,"Intestinal bypass or anastomosis status"
"V453",10,"Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident"
"V1551",9,"Personal history of traumatic fracture"
"56722",9,"Peritoneal abscess"
"04185",9,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms"
"04109",9,"Streptococcus infection in conditions classified elsewhere and of unspecified site, other streptococcus"
"5720",9,"Abscess of liver"
"86389",9,"Injury to other gastrointestinal sites, without mention of open wound into cavity"
"E8654",9,"Accidental poisoning from other specified plants"
"80704",9,"Closed fracture of four ribs"
"7850",9,"Tachycardia, unspecified"
"27669",9,"Other fluid overload"
"V140",9,"Personal history of allergy to penicillin"
"V140",10,"Pedal cycle driver injured in collision with heavy transport vehicle or bus in nontraffic accident"
"4264",9,"Right bundle branch block"
"86405",9,"Injury to liver without mention of open wound into cavity laceration, unspecified"
"86401",9,"Injury to liver without mention of open wound into cavity, hematoma and contusion"
"86801",9,"Injury to other intra-abdominal organs without mention of open wound into cavity, adrenal gland"
"72888",9,"Rhabdomyolysis"
"30500",9,"Alcohol abuse, unspecified"
"570",9,"Acute and subacute necrosis of liver"
"80506",9,"Closed fracture of sixth cervical vertebra"
"8054",9,"Closed fracture of lumbar vertebra without mention of spinal cord injury"
"8052",9,"Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury"
"5845",9,"Acute kidney failure with lesion of tubular necrosis"
"45829",9,"Other iatrogenic hypotension"
"2767",9,"Hyperpotassemia"
"E8150",9,"Other motor vehicle traffic accident involving collision on the highway injuring driver of motor vehicle other than motorcycle"
"9971",9,"Cardiac complications, not elsewhere classified"
"5570",9,"Acute vascular insufficiency of intestine"
"86100",9,"Unspecified injury of heart without mention of open wound into thorax"
"83908",9,"Closed dislocation, multiple cervical vertebrae"
"8602",9,"Traumatic hemothorax without mention of open wound into thorax"
"6926",9,"Contact dermatitis and other eczema due to plants [except food]"
"2762",9,"Acidosis"
"60886",9,"Edema of male genital organs"
"48241",9,"Methicillin susceptible pneumonia due to Staphylococcus aureus"
"5718",9,"Other chronic nonalcoholic liver disease"
"9585",9,"Traumatic anuria"
"86121",9,"Contusion of lung without mention of open wound into thorax"
"86803",9,"Injury to other intra-abdominal organs without mention of open wound into cavity, peritoneum"
"9584",9,"Traumatic shock"
"51851",9,"Acute respiratory failure following trauma and surgery"
"56722",9,"Peritoneal abscess"
"5119",9,"Unspecified pleural effusion"
"5720",9,"Abscess of liver"
"5770",9,"Acute pancreatitis"
"2639",9,"Unspecified protein-calorie malnutrition"
"7837",9,"Adult failure to thrive"
"5762",9,"Obstruction of bile duct"
"5601",9,"Paralytic ileus"
"D329",10,"Benign neoplasm of meninges, unspecified"
"E1122",10,"Type 2 diabetes mellitus with diabetic chronic kidney disease"
"E1165",10,"Type 2 diabetes mellitus with hyperglycemia"
"R6520",10,"Severe sepsis without septic shock"
"Z87891",10,"Personal history of nicotine dependence"
"L97514",10,"Non-pressure chronic ulcer of other part of right foot with necrosis of bone"
"B181",10,"Chronic viral hepatitis B without delta-agent"
"E1140",10,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified"
"R488",10,"Other symbolic dysfunctions"
"B954",10,"Other streptococcus as the cause of diseases classified elsewhere"
"B966",10,"Bacteroides fragilis [B. fragilis] as the cause of diseases classified elsewhere"
"E871",10,"Hypo-osmolality and hyponatremia"
"E872",10,"Acidosis"
"B9689",10,"Other specified bacterial agents as the cause of diseases classified elsewhere"
"Y831",10,"Surgical operation with implant of artificial internal device as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
"M86171",10,"Other acute osteomyelitis, right ankle and foot"
"Z794",10,"Long term (current) use of insulin"
"D509",10,"Iron deficiency anemia, unspecified"
"Z89421",10,"Acquired absence of other right toe(s)"
"E1169",10,"Type 2 diabetes mellitus with other specified complication"
"B9561",10,"Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere"
"M726",10,"Necrotizing fasciitis"
"Y92230",10,"Patient room in hospital as the place of occurrence of the external cause"
"B965",10,"Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere"
"E11621",10,"Type 2 diabetes mellitus with foot ulcer"
"A419",10,"Sepsis, unspecified organism"
"T8249XA",10,"Other complication of vascular dialysis catheter, initial encounter"
"E785",10,"Hyperlipidemia, unspecified"
"D631",10,"Anemia in chronic kidney disease"
"E1152",10,"Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene"
"I120",10,"Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease"
"N186",10,"End stage renal disease"
"F419",10,"Anxiety disorder, unspecified"
"E1122",10,"Type 2 diabetes mellitus with diabetic chronic kidney disease"
"Z992",10,"Dependence on renal dialysis"
"R2232",10,"Localized swelling, mass and lump, left upper limb"
"D649",10,"Anemia, unspecified"
"I120",10,"Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease"
"E1142",10,"Type 2 diabetes mellitus with diabetic polyneuropathy"
"E1151",10,"Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene"
"E785",10,"Hyperlipidemia, unspecified"
"Z87891",10,"Personal history of nicotine dependence"
"R200",10,"Anesthesia of skin"
"Z794",10,"Long term (current) use of insulin"
"N186",10,"End stage renal disease"
"Z89421",10,"Acquired absence of other right toe(s)"
"3572",9,"Polyneuropathy in diabetes"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"5853",9,"Chronic kidney disease, Stage III (moderate)"
"5849",9,"Acute kidney failure, unspecified"
"78701",9,"Nausea with vomiting"
"2720",9,"Pure hypercholesterolemia"
"0389",9,"Unspecified septicemia"
"25082",9,"Diabetes with other specified manifestations, type II or unspecified type, uncontrolled"
"V5867",9,"Long-term (current) use of insulin"
"99591",9,"Sepsis"
"70715",9,"Ulcer of other part of foot"
"2761",9,"Hyposmolality and/or hyponatremia"
"42789",9,"Other specified cardiac dysrhythmias"
"V5866",9,"Long-term (current) use of aspirin"
"2767",9,"Hyperpotassemia"
"25062",9,"Diabetes with neurological manifestations, type II or unspecified type, uncontrolled"
"V0481",9,"Need for prophylactic vaccination and inoculation against influenza"
"V4972",9,"Other toe(s) amputation status"
"N179",10,"Acute kidney failure, unspecified"
"E1121",10,"Type 2 diabetes mellitus with diabetic nephropathy"
"E1165",10,"Type 2 diabetes mellitus with hyperglycemia"
"Z794",10,"Long term (current) use of insulin"
"E780",10,"Pure hypercholesterolemia"
"E1140",10,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified"
"L97519",10,"Non-pressure chronic ulcer of other part of right foot with unspecified severity"
"I129",10,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"E11621",10,"Type 2 diabetes mellitus with foot ulcer"
"Z87891",10,"Personal history of nicotine dependence"
"N183",10,"Chronic kidney disease, stage 3 (moderate)"
"70715",9,"Ulcer of other part of foot"
"V5867",9,"Long-term (current) use of insulin"
"25080",9,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
"73027",9,"Unspecified osteomyelitis, ankle and foot"
"4019",9,"Unspecified essential hypertension"
"7318",9,"Other bone involvement in diseases classified elsewhere"
"25060",9,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled"
"53081",9,"Esophageal reflux"
"0380",9,"Streptococcal septicemia"
"2720",9,"Pure hypercholesterolemia"
"27800",9,"Obesity, unspecified"
"5853",9,"Chronic kidney disease, Stage III (moderate)"
"70715",9,"Ulcer of other part of foot"
"2859",9,"Anemia, unspecified"
"V180",9,"Family history of diabetes mellitus"
"V180",10,"Pedal cycle driver injured in noncollision transport accident in nontraffic accident"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"99591",9,"Sepsis"
"5849",9,"Acute kidney failure, unspecified"
"25062",9,"Diabetes with neurological manifestations, type II or unspecified type, uncontrolled"
"7318",9,"Other bone involvement in diseases classified elsewhere"
"V0481",9,"Need for prophylactic vaccination and inoculation against influenza"
"25082",9,"Diabetes with other specified manifestations, type II or unspecified type, uncontrolled"
"V5866",9,"Long-term (current) use of aspirin"
"04111",9,"Methicillin susceptible Staphylococcus aureus in conditions classified elsewhere and of unspecified site"
"73027",9,"Unspecified osteomyelitis, ankle and foot"
"E1142",10,"Type 2 diabetes mellitus with diabetic polyneuropathy"
"S72145A",10,"Nondisplaced intertrochanteric fracture of left femur, initial encounter for closed fracture"
"W010XXA",10,"Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter"
"E7800",10,"Pure hypercholesterolemia, unspecified"
"I120",10,"Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease"
"Z992",10,"Dependence on renal dialysis"
"D62",10,"Acute posthemorrhagic anemia"
"N186",10,"End stage renal disease"
"Z794",10,"Long term (current) use of insulin"
"Z89421",10,"Acquired absence of other right toe(s)"
"E1122",10,"Type 2 diabetes mellitus with diabetic chronic kidney disease"
"Z87891",10,"Personal history of nicotine dependence"
"Y92121",10,"Bathroom in nursing home as the place of occurrence of the external cause"
"E1151",10,"Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene"
"D631",10,"Anemia in chronic kidney disease"
"0380",9,"Streptococcal septicemia"
"28529",9,"Anemia of other chronic disease"
"V707",9,"Examination of participant in clinical trial"
"V707",10,"Person on outside of bus injured in collision with pedestrian or animal in traffic accident"
"2761",9,"Hyposmolality and/or hyponatremia"
"25062",9,"Diabetes with neurological manifestations, type II or unspecified type, uncontrolled"
"70715",9,"Ulcer of other part of foot"
"6827",9,"Cellulitis and abscess of foot, except toes"
"311",9,"Depressive disorder, not elsewhere classified"
"1123",9,"Candidiasis of skin and nails"
"99591",9,"Sepsis"
"6929",9,"Contact dermatitis and other eczema, unspecified cause"
"2720",9,"Pure hypercholesterolemia"
"3572",9,"Polyneuropathy in diabetes"
"4019",9,"Unspecified essential hypertension"
"6826",9,"Cellulitis and abscess of leg, except foot"
"25012",9,"Diabetes with ketoacidosis, type II or unspecified type, uncontrolled"
"V1582",9,"Personal history of tobacco use"
"2720",9,"Pure hypercholesterolemia"
"70715",9,"Ulcer of other part of foot"
"6827",9,"Cellulitis and abscess of foot, except toes"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"4019",9,"Unspecified essential hypertension"
"T827XXA",10,"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts, initial encounter"
"N186",10,"End stage renal disease"
"E875",10,"Hyperkalemia"
"I330",10,"Acute and subacute infective endocarditis"
"Z89421",10,"Acquired absence of other right toe(s)"
"E8770",10,"Fluid overload, unspecified"
"E785",10,"Hyperlipidemia, unspecified"
"L851",10,"Acquired keratosis [keratoderma] palmaris et plantaris"
"I120",10,"Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease"
"E1122",10,"Type 2 diabetes mellitus with diabetic chronic kidney disease"
"D631",10,"Anemia in chronic kidney disease"
"Z87891",10,"Personal history of nicotine dependence"
"A4102",10,"Sepsis due to Methicillin resistant Staphylococcus aureus"
"K5900",10,"Constipation, unspecified"
"E1121",10,"Type 2 diabetes mellitus with diabetic nephropathy"
"Z794",10,"Long term (current) use of insulin"
"Z992",10,"Dependence on renal dialysis"
"I129",10,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"B356",10,"Tinea cruris"
"E11621",10,"Type 2 diabetes mellitus with foot ulcer"
"D649",10,"Anemia, unspecified"
"E1140",10,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified"
"R6520",10,"Severe sepsis without septic shock"
"L97519",10,"Non-pressure chronic ulcer of other part of right foot with unspecified severity"
"N179",10,"Acute kidney failure, unspecified"
"N183",10,"Chronic kidney disease, stage 3 (moderate)"
"E872",10,"Acidosis"
"E1122",10,"Type 2 diabetes mellitus with diabetic chronic kidney disease"
"E871",10,"Hypo-osmolality and hyponatremia"
"E1165",10,"Type 2 diabetes mellitus with hyperglycemia"
"R5084",10,"Febrile nonhemolytic transfusion reaction"
"A408",10,"Other streptococcal sepsis"
"Z794",10,"Long term (current) use of insulin"
"Z87891",10,"Personal history of nicotine dependence"
"R197",10,"Diarrhea, unspecified"
"E875",10,"Hyperkalemia"
"E8339",9,"Fall on stairs or ladders in water transport injuring unspecified person"
"E8339",10,"Other disorders of phosphorus metabolism"
"K219",10,"Gastro-esophageal reflux disease without esophagitis"
"T82868A",10,"Thrombosis due to vascular prosthetic devices, implants and grafts, initial encounter"
"Y713",10,"Surgical instruments, materials and cardiovascular devices (including sutures) associated with adverse incidents"
"Z95820",10,"Peripheral vascular angioplasty status with implants and grafts"
"L03114",10,"Cellulitis of left upper limb"
"Z89431",10,"Acquired absence of right foot"
"Z794",10,"Long term (current) use of insulin"
"F1021",10,"Alcohol dependence, in remission"
"N186",10,"End stage renal disease"
"Z87891",10,"Personal history of nicotine dependence"
"L281",10,"Prurigo nodularis"
"L97511",10,"Non-pressure chronic ulcer of other part of right foot limited to breakdown of skin"
"F419",10,"Anxiety disorder, unspecified"
"I120",10,"Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease"
"Z992",10,"Dependence on renal dialysis"
"E785",10,"Hyperlipidemia, unspecified"
"D631",10,"Anemia in chronic kidney disease"
"E11621",10,"Type 2 diabetes mellitus with foot ulcer"
"Z85828",10,"Personal history of other malignant neoplasm of skin"
"E1122",10,"Type 2 diabetes mellitus with diabetic chronic kidney disease"
"V1581",9,"Personal history of noncompliance with medical treatment, presenting hazards to health"
"27800",9,"Obesity, unspecified"
"5859",9,"Chronic kidney disease, unspecified"
"6827",9,"Cellulitis and abscess of foot, except toes"
"V5866",9,"Long-term (current) use of aspirin"
"3572",9,"Polyneuropathy in diabetes"
"2761",9,"Hyposmolality and/or hyponatremia"
"V5867",9,"Long-term (current) use of insulin"
"V707",9,"Examination of participant in clinical trial"
"V707",10,"Person on outside of bus injured in collision with pedestrian or animal in traffic accident"
"30503",9,"Alcohol abuse, in remission"
"25062",9,"Diabetes with neurological manifestations, type II or unspecified type, uncontrolled"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"2720",9,"Pure hypercholesterolemia"
"70715",9,"Ulcer of other part of foot"
"5770",9,"Acute pancreatitis"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"V5867",9,"Long-term (current) use of insulin"
"V173",9,"Family history of ischemic heart disease"
"V173",10,"Person boarding or alighting a pedal cycle injured in collision with fixed or stationary object"
"V1204",9,"Personal history of Methicillin resistant Staphylococcus aureus"
"32723",9,"Obstructive sleep apnea (adult)(pediatric)"
"311",9,"Depressive disorder, not elsewhere classified"
"6929",9,"Contact dermatitis and other eczema, unspecified cause"
"2724",9,"Other and unspecified hyperlipidemia"
"57450",9,"Calculus of bile duct without mention of cholecystitis, without mention of obstruction"
"5939",9,"Unspecified disorder of kidney and ureter"
"7892",9,"Splenomegaly"
"29570",9,"Schizoaffective disorder, unspecified"
"49390",9,"Asthma, unspecified type, unspecified"
"29660",9,"Bipolar I disorder, most recent episode (or current) mixed, unspecified"
"78052",9,"Insomnia, unspecified"
"7840",9,"Headache"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"V5867",9,"Long-term (current) use of insulin"
"29570",9,"Schizoaffective disorder, unspecified"
"5680",9,"Peritoneal adhesions (postoperative) (postinfection)"
"2724",9,"Other and unspecified hyperlipidemia"
"5723",9,"Portal hypertension"
"V4589",9,"Other postprocedural status"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"57450",9,"Calculus of bile duct without mention of cholecystitis, without mention of obstruction"
"32723",9,"Obstructive sleep apnea (adult)(pediatric)"
"5531",9,"Umbilical hernia without mention of obstruction or gangrene"
"27652",9,"Hypovolemia"
"2859",9,"Anemia, unspecified"
"49390",9,"Asthma, unspecified type, unspecified"
"45829",9,"Other iatrogenic hypotension"
"311",9,"Depressive disorder, not elsewhere classified"
"V1204",9,"Personal history of Methicillin resistant Staphylococcus aureus"
"2875",9,"Thrombocytopenia, unspecified"
"29570",9,"Schizoaffective disorder, unspecified"
"5770",9,"Acute pancreatitis"
"V4987",9,"Physical restraints status"
"V5867",9,"Long-term (current) use of insulin"
"75310",9,"Cystic kidney disease, unspecified"
"2859",9,"Anemia, unspecified"
"5070",9,"Pneumonitis due to inhalation of food or vomitus"
"78820",9,"Retention of urine, unspecified"
"49390",9,"Asthma, unspecified type, unspecified"
"32723",9,"Obstructive sleep apnea (adult)(pediatric)"
"03842",9,"Septicemia due to escherichia coli [E. coli]"
"5849",9,"Acute kidney failure, unspecified"
"E8497",9,"Accidents occurring in residential institution"
"78720",9,"Dysphagia, unspecified"
"2875",9,"Thrombocytopenia, unspecified"
"2724",9,"Other and unspecified hyperlipidemia"
"2760",9,"Hyperosmolality and/or hypernatremia"
"5723",9,"Portal hypertension"
"99591",9,"Sepsis"
"51881",9,"Acute respiratory failure"
"2639",9,"Unspecified protein-calorie malnutrition"
"4592",9,"Compression of vein"
"E912",9,"Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation"
"5770",9,"Acute pancreatitis"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"29520",9,"Catatonic type schizophrenia, unspecified"
"5772",9,"Cyst and pseudocyst of pancreas"
"9331",9,"Foreign body in larynx"
"78009",9,"Other alteration of consciousness"
"29574",9,"Schizoaffective disorder, chronic with acute exacerbation"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"V5867",9,"Long-term (current) use of insulin"
"79021",9,"Impaired fasting glucose"
"2724",9,"Other and unspecified hyperlipidemia"
"V5866",9,"Long-term (current) use of aspirin"
"5990",9,"Urinary tract infection, site not specified"
"41401",9,"Coronary atherosclerosis of native coronary artery"
"V1582",9,"Personal history of tobacco use"
"53081",9,"Esophageal reflux"
"E8708",9,"Accidental cut, puncture, perforation or hemorrhage during other specified medical care"
"56409",9,"Other constipation"
"E8497",9,"Accidents occurring in residential institution"
"V4365",9,"Knee joint replacement"
"5601",9,"Paralytic ileus"
"9982",9,"Accidental puncture or laceration during a procedure, not elsewhere classified"
"2410",9,"Nontoxic uninodular goiter"
"2752",9,"Disorders of magnesium metabolism"
"1551",9,"Malignant neoplasm of intrahepatic bile ducts"
"4019",9,"Unspecified essential hypertension"
"49390",9,"Asthma, unspecified type, unspecified"
"44329",9,"Dissection of other artery"
"03842",9,"Septicemia due to escherichia coli [E. coli]"
"2753",9,"Disorders of phosphorus metabolism"
"311",9,"Depressive disorder, not elsewhere classified"
"V4582",9,"Percutaneous transluminal coronary angioplasty status"
"78552",9,"Septic shock"
"99592",9,"Severe sepsis"
"33818",9,"Other acute postoperative pain"
"3383",9,"Neoplasm related pain (acute) (chronic)"
"99749",9,"Other digestive system complications"
"V667",9,"Encounter for palliative care"
